usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_reviews_per_month,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights
15,House,Private room,Private,flexible,Real Bed,Hackney,60,NA,2,2,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,60,9856274,Hackney,flexible,Private room,House,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,2,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,54,100,2,1,96,63,1,6.36,25,1,1,296,6.36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,54,12822730,Hackney,moderate,Private room,Apartment,3.9889840465642745,4,0.6931471805599453,0.4804530139182014,0,1,4.1588830833596715,2,5.69035945432406,32.38019071941522,184.25492439304057,87616,25934336,4.564348191467836,1
35,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,265,100,8,3,88,23,6,0.41,20,2,5,1664,0.41,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,265,395719,Hackney,strict,Entire home/apt,Apartment,5.579729825986222,64,2.0794415416798357,4.324077125263812,1.6094379124341003,2,3.1780538303479458,1,7.416979621381154,55.011586703983326,408.0198175232868,2768896,4607442944,4.477336814478207,2
30,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,85,NA,4,1,94,10,3,1.08,10,1,2,278,1.08,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,85,12551309,Hackney,flexible,Entire home/apt,House,4.442651256490317,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.3978952727983707,1,5.627621113690637,31.670119399256645,178.22743260436013,77284,21484952,4.543294782270004,1
25,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,89,NA,2,1,98,8,2,0.22,10,1,1,1106,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,2206362,Hackney,moderate,Entire home/apt,Apartment,4.48863636973214,4,0.6931471805599453,0.4804530139182014,0,1,2.1972245773362196,1,7.00850518208228,49.119144887274174,344.2517814819114,1223236,1352899016,4.584967478670572,1
15,Apartment,Private room,Private,flexible,Real Bed,Hackney,52,100,2,1,100,16,1,5.58,0,1,1,84,5.58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,52,16201894,Hackney,flexible,Private room,Apartment,3.9512437185814275,4,0.6931471805599453,0.4804530139182014,0,1,2.833213344056216,1,4.430816798843313,19.632137504912105,86.98640465396642,7056,592704,4.605170185988092,1
45,House,Private room,Private,strict,Real Bed,Hackney,55,100,2,1,92,12,2,0.92,0,3,1,389,0.92,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,55,5625607,Hackney,strict,Private room,House,4.007333185232471,4,0.6931471805599453,0.4804530139182014,0,1,2.5649493574615367,1,5.963579343618446,35.564278587632614,212.09039715589765,151321,58863869,4.5217885770490405,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,20,100,1,2,NA,0,1,NA,0,1,5,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,20,11140474,Hackney,flexible,Private room,House,2.995732273553991,1,0,0,1.6094379124341003,2,0,0,NA,NA,NA,NA,NA,NA,1
5,Apartment,Private room,Private,moderate,Real Bed,Hackney,32,100,2,1,91,17,1,2.22,8,2,1,229,2.22,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,13759538,Hackney,moderate,Private room,Apartment,3.4657359027997265,4,0.6931471805599453,0.4804530139182014,0,1,2.8903717578961645,1,5.43372200355424,29.525334811909502,160.43246142977867,52441,12008989,4.51085950651685,2
15,House,Private room,Private,strict,Real Bed,Hackney,28,93,2,1.5,87,11,1,1.2,12,1,1,274,1.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,13096962,Hackney,strict,Private room,House,3.332204510175204,4,0.6931471805599453,0.4804530139182014,0,1,2.4849066497880004,1,5.6131281063880705,31.507207138723725,176.85398994416101,75076,20570824,4.465908118654584,1
40,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200,100,5,1.5,98,8,4,1.14,0,2,5,210,1.14,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,200,1927679,Hackney,strict,Entire home/apt,House,5.298317366548036,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,1,2.1972245773362196,1,5.3471075307174685,28.591558945055464,152.88214015005846,44100,9261000,4.584967478670572,2
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99,100,3,1,84,5,2,0.24,20,3,1,615,0.24,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,99,5332140,Hackney,strict,Entire home/apt,Apartment,4.59511985013459,9,1.0986122886681098,1.206948960812582,0,1,1.791759469228055,1,6.421622267806518,41.23723255038852,264.8099308082907,378225,232608375,4.430816798843313,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,32,100,1,1,100,1,1,0.09,0,4,1,319,0.09,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,32,10878517,Hackney,flexible,Private room,Apartment,3.4657359027997265,1,0,0,0,1,0.6931471805599453,1,5.765191102784844,33.23742845162953,191.62012678878241,101761,32461759,4.605170185988092,3
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,100,2,1,90,2,1,0.2,30,3,1,295,0.2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,100,8637968,Hackney,strict,Entire home/apt,Apartment,4.605170185988092,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.68697535633982,32.34168870361643,183.92638663988055,87025,25672375,4.499809670330265,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,60,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,60,7833442,Hackney,flexible,Private room,House,4.0943445622221,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,30,100,2,1,97,6,1,0.49,0,3,1,370,0.49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,30,11247586,Hackney,flexible,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,1.9459101490553132,1,5.91350300563827,34.96951779769285,206.79234860237764,136900,50653000,4.574710978503383,3
NA,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,NA,4,1,NA,0,2,NA,25,3,2,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,9671580,Hackney,flexible,Entire home/apt,House,4.605170185988092,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,49,NA,2,1,100,2,1,0.09,5,7,1,686,0.09,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,49,5090433,Hackney,strict,Private room,Apartment,3.8918202981106265,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.530877627725885,42.65236258833048,278.5573605977801,470596,322828856,4.605170185988092,3
NA,House,Private room,Private,flexible,Real Bed,Hackney,163,NA,1,2,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,163,10809649,Hackney,flexible,Private room,House,5.093750200806762,1,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,1
15,Apartment,Private room,Private,strict,Real Bed,Hackney,34,100,2,1,NA,1,1,0.13,8,1,1,236,0.13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,34,13219475,Hackney,strict,Private room,Apartment,3.5263605246161616,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,5.4638318050256105,29.85345799360942,163.1142732754792,55696,13144256,NA,1
60,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95,100,3,1,100,4,1,0.16,0,7,1,744,0.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,95,4569857,Hackney,strict,Entire home/apt,Apartment,4.553876891600541,9,1.0986122886681098,1.206948960812582,0,1,1.6094379124341003,1,6.612041034833092,43.71908664631666,289.0723949108692,553536,411830784,4.605170185988092,3
15,House,Private room,Private,moderate,Real Bed,Hackney,45,63,2,1,99,30,1,1.07,0,1,1,839,1.07,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,4036138,Hackney,moderate,Private room,House,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,3.4339872044851463,1,6.732210706467206,45.32266099627167,305.12170360468383,703921,590589719,4.59511985013459,1
45,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,100,5,3.5,NA,0,5,NA,20,2,3,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,150,17004059,Hackney,strict,Entire home/apt,House,5.0106352940962555,25,1.6094379124341003,2.5902903939802346,1.0986122886681098,2,0,0,NA,NA,NA,NA,NA,NA,2
145,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,294,98,8,2,20,1,1,0.13,0,3,3,238,0.13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,294,12303427,Hackney,strict,Entire home/apt,House,5.683579767338681,64,2.0794415416798357,4.324077125263812,1.0986122886681098,2,0.6931471805599453,1,5.472270673671475,29.94574632592486,163.87122942056394,56644,13481272,2.995732273553991,3
40,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,50,100,3,1,100,10,2,0.26,10,4,2,1156,0.26,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,50,2072950,Hackney,moderate,Entire home/apt,Apartment,3.912023005428146,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.3978952727983707,1,7.052721049232323,49.74087419828468,350.80851046545934,1336336,1544804416,4.605170185988092,3
NA,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,199,100,6,1.5,NA,0,1,NA,0,7,5,NA,NA,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,199,16532273,Hackney,moderate,Entire home/apt,House,5.293304824724492,36,1.791759469228055,3.210401995568401,1.6094379124341003,1,0,0,NA,NA,NA,NA,NA,NA,3
10,Apartment,Private room,Private,strict,Real Bed,Hackney,40,100,2,1,90,2,1,2,0,1,1,20,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,40,17018921,Hackney,strict,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,2.995732273553991,8.974411854812963,26.884935229628727,400,8000,4.499809670330265,1
20,Apartment,Private room,Private,moderate,Real Bed,Hackney,150,100,4,2,95,21,2,1.85,0,2,2,340,1.85,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,150,11117488,Hackney,moderate,Private room,Apartment,5.0106352940962555,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,3.091042453358316,1,5.8289456176102075,33.97660701305724,198.04779455002426,115600,39304000,4.553876891600541,2
10,Apartment,Private room,Private,strict,Real Bed,Hackney,43,100,2,1,90,4,1,3.33,0,1,1,35,3.33,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,43,16920272,Hackney,strict,Private room,Apartment,3.7612001156935624,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,3.5553480614894135,12.640499838336531,44.941376596487025,1225,42875,4.499809670330265,1
20,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,45,8972265,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
30,Apartment,Private room,Private,strict,Real Bed,Hackney,39,100,2,1,100,1,1,0.36,0,2,1,83,0.36,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,39,15802717,Hackney,strict,Private room,Apartment,3.6635616461296463,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,4.418840607796598,19.52615231711221,86.28295477287708,6889,571787,4.605170185988092,2
NA,House,Private room,Private,flexible,Real Bed,Hackney,39,100,2,1,100,1,1,0.65,0,1,NA,45,0.65,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,39,16644159,Hackney,flexible,Private room,House,3.6635616461296463,4,0.6931471805599453,0.4804530139182014,NA,1,0.6931471805599453,1,3.8066624897703196,14.490679311024369,55.161125384567285,2025,91125,4.605170185988092,1
85,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,100,6,2,98,8,4,0.98,25,3,3,243,0.98,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,250,13444640,Hackney,strict,Entire home/apt,House,5.521460917862246,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,2.1972245773362196,1,5.493061443340548,30.17372402031455,165.7461200179884,59049,14348907,4.584967478670572,3
5,Apartment,Private room,Private,moderate,Couch,Hackney,25,0,2,1,96,40,1,0.8,10,1,1,1490,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,25,886142,Hackney,moderate,Private room,Apartment,3.2188758248682006,4,0.6931471805599453,0.4804530139182014,0,1,3.713572066704308,1,7.306531398939505,53.38540108368888,390.0621092629519,2220100,3307949000,4.564348191467836,1
30,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,67,6,2,93,3,2,0.64,20,2,3,139,0.64,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,90,15388863,Hackney,strict,Entire home/apt,Apartment,4.499809670330265,36,1.791759469228055,3.210401995568401,1.0986122886681098,2,1.3862943611198906,1,4.9344739331306915,24.349032996746278,120.14966861938359,19321,2685619,4.532599493153256,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,45,7552385,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,3,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,13569438,Hackney,flexible,Private room,Apartment,3.4011973816621555,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,3
20,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,140,100,6,3,100,1,1,0.06,20,7,2,475,0.06,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,140,8453710,Hackney,strict,Entire home/apt,House,4.941642422609304,36,1.791759469228055,3.210401995568401,0.6931471805599453,2,0.6931471805599453,1,6.163314804034641,37.98644937363257,234.12244577722203,225625,107171875,4.605170185988092,3
8,Apartment,Private room,Private,moderate,Real Bed,Hackney,40,100,2,1,94,53,1,4.13,15,1,1,384,4.13,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,40,10452093,Hackney,moderate,Private room,Apartment,3.6888794541139363,4,0.6931471805599453,0.4804530139182014,0,1,3.9889840465642745,2,5.950642552587727,35.41014678866778,210.71312627402412,147456,56623104,4.543294782270004,1
25,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,45,11490134,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
25,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,70,NA,2,1,100,1,1,0.05,0,3,1,573,0.05,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,70,7450227,Hackney,moderate,Entire home/apt,Apartment,4.248495242049359,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.35088571671474,40.333749386771295,256.1550328819977,328329,188132517,4.605170185988092,3
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,10,2,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,45,17512824,Hackney,flexible,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,2
20,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,79,100,4,1,93,9,2,1.08,10,2,2,248,1.08,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,79,1023976,Hackney,moderate,Entire home/apt,Apartment,4.3694478524670215,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.302585092994046,1,5.5134287461649825,30.39789653903837,167.5966366012832,61504,15252992,4.532599493153256,2
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,25,NA,1,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,9782753,Hackney,flexible,Private room,Apartment,3.2188758248682006,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,7614569,Hackney,flexible,Private room,Apartment,3.912023005428146,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,100,1,1,100,6,1,0.33,0,2,1,536,0.33,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,35,7896773,Hackney,moderate,Private room,Apartment,3.5553480614894135,1,0,0,0,1,1.9459101490553132,1,6.284134161070802,39.49034215433703,248.16260816444367,287296,153990656,4.605170185988092,2
20,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,56,100,2,1,89,35,1,2.45,0,3,1,427,2.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,56,10067482,Hackney,flexible,Entire home/apt,Apartment,4.02535169073515,4,0.6931471805599453,0.4804530139182014,0,1,3.58351893845611,1,6.056784013228625,36.68463258290185,222.1908961592858,182329,77854483,4.48863636973214,3
20,House,Private room,Private,strict,Real Bed,Hackney,28,100,2,1,97,8,1,0.44,0,1,1,540,0.44,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,28,7224381,Hackney,strict,Private room,House,3.332204510175204,4,0.6931471805599453,0.4804530139182014,0,1,2.1972245773362196,1,6.29156913955832,39.583842237842624,249.04448024875583,291600,157464000,4.574710978503383,1
15,Apartment,Private room,Private,strict,Real Bed,Hackney,39,100,2,1.5,47,3,2,0.58,10,2,1,153,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,15049466,Hackney,strict,Private room,Apartment,3.6635616461296463,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,5.030437921392435,25.305305680983047,127.29676931004454,23409,3581577,3.8501476017100584,2
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,45,100,2,1.5,90,2,1,0.08,5,3,1,757,0.08,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45,4920184,Hackney,moderate,Private room,Apartment,3.8066624897703196,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.6293632534374485,43.948457146026755,291.35028684914016,573049,433798093,4.499809670330265,3
